series_index,series_title,question_number,level,points,image_url,local_image_path,A,B,C,D,correct_answer_text,correct_letter
10,Série 10,5,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194907018-o0s56l.png,tcf_full_output\images\series_10_q05.png,Avec Mme Deor,Avec un chauffeur,En autobus,En taxi,Avec un chauffeur,B
10,Série 10,6,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194907769-1vqlnf.png,tcf_full_output\images\series_10_q06.png,Ils vont bientôt déménager,Ils vont faire des travaux,Ils vont organiser une soirée,Ils vont recevoir de la visite,Ils vont faire des travaux,B
10,Série 10,7,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194907696-jto0cz.png,tcf_full_output\images\series_10_q07.png,Pour acheter un cadeau avec elle,Pour annuler sa venue à une fête,Pour décider d’un rendez-vous,Pour inviter son amie à diner,Pour décider d’un rendez-vous,C
10,Série 10,8,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194907707-txxj6v.png,tcf_full_output\images\series_10_q08.png,Une formation adaptée pendant les vacances,Une grande variété de cours intensifs,Une promotion spéciale pour un voyage,Une réduction sur des stages pendant l’été,Une réduction sur des stages pendant l’été,D
10,Série 10,9,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194907342-9j9k4k.png,tcf_full_output\images\series_10_q09.png,Des visites de musées,Des voyages en Europe,Un mois de vacances,Un semestre d’études,Des voyages en Europe,B
10,Série 10,10,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194907532-sgerkb.png,tcf_full_output\images\series_10_q10.png,Aux élèves,Aux étudiants,Aux parents,Aux professeurs,Aux professeurs,D
10,Série 10,11,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194907417-b3br5a.png,tcf_full_output\images\series_10_q11.png,Aller chercher Anne,Faire des courses,Préparer le repas,Se coucher tôt,Faire des courses,B
10,Série 10,12,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194907731-s45efw.png,tcf_full_output\images\series_10_q12.png,Pour accueillir des élèves,Pour favoriser une autre pédagogie.,Pour limiter les problèmes de santé.,Pour rénover les salles de classe.,Pour rénover les salles de classe.,D
10,Série 10,13,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194907655-givjia.png,tcf_full_output\images\series_10_q13.png,Leur couleur,Leur forme,Leur prix,Leur taille,Leur forme,B
10,Série 10,14,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194906902-k0eqi8.png,tcf_full_output\images\series_10_q14.png,Ils téléchargent des jeux sur leur poste,Ils trouvent difficilement des informations,Leur rendement au travail diminue,Leurs échanges perdent en efficacité,Leur rendement au travail diminue,C
10,Série 10,15,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194908212-bv6zcr.png,tcf_full_output\images\series_10_q15.png,Ils l’utilisent plus que les adultes,Ils manquent de formation pratique,Ils s’en servent avec prudence,Ils se connectent en toute liberté,Ils se connectent en toute liberté,D
10,Série 10,16,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194907625-tmfw7m.png,tcf_full_output\images\series_10_q16.png,De diffuser de la musique,De réutiliser des objets,De s’engager en politique,De tourner des publicités,De réutiliser des objets,B
10,Série 10,17,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194908291-r0h0a3.png,tcf_full_output\images\series_10_q17.png,Ils bénéficient d’un meilleur service après-vente,Ils obtiennent des conseils sur le mode d’emploi,Ils ont accès immédiatement aux nouveaux modèles,Ils ont la possibilité d’essayer les appareils,Ils obtiennent des conseils sur le mode d’emploi,B
10,Série 10,18,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194907612-woe88b.png,tcf_full_output\images\series_10_q18.png,Les échanges en famille s’améliorent,L’attention en classe est en hausse,Les adolescents sont plus en forme,La réussite aux examens augmente,Les échanges en famille s’améliorent,A
10,Série 10,19,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194906852-p2skuc.png,tcf_full_output\images\series_10_q19.png,Il encourage les initiatives,Il favorise le rendement au travail,Il permet d’être plus détendu,Il rend les gens plus cultivés,Il permet d’être plus détendu,C
10,Série 10,20,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194907428-q9iohk.png,tcf_full_output\images\series_10_q20.png,En achetant les billets à l’avance,En choisissant des places pour quatre matchs,En prenant des billets pour un groupe,En présentant une carte de club de sport,En achetant les billets à l’avance,A
10,Série 10,21,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194907967-0p7htg.png,tcf_full_output\images\series_10_q21.png,La priorité donnée à l’aspect écologique,La prise en compte de l’opinion publique,Le caractère provisoire de l’installation,Le choix des matériaux fabrication,La prise en compte de l’opinion publique,B
10,Série 10,22,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194907457-34oqkk.png,tcf_full_output\images\series_10_q22.png,L’attirance pour les études,L’appel des pays chauds,Le besoin d’interaction sociale,Le désir de reconnaissance,Le besoin d’interaction sociale,C
10,Série 10,23,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194907717-cuucwn.png,tcf_full_output\images\series_10_q23.png,D’élargir leurs perspectives professionnelles,D’évaluer les possibilités d’évolution de leur carrière,De faire un bilan de leurs aptitudes,De privilégier leur épanouissement personnel,De faire un bilan de leurs aptitudes,C
10,Série 10,24,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194907503-piesw5.png,tcf_full_output\images\series_10_q24.png,Il devient la solution idéale des voyages organisés à la dernière minute,Il est accessible à un nombre croissant d’utilisateurs grâce à internet,Il occupe une place grandissante dans les petites annonces des journaux,Il s’impose comme le moyen de déplacement à la mode chez les jeunes,Il est accessible à un nombre croissant d’utilisateurs grâce à internet,B
10,Série 10,25,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194907669-g5kxcy.png,tcf_full_output\images\series_10_q25.png,La lutte pour le maintien du niveau des salaires,La volonté de déménager à l’âge adulte,L’attachement aux valeurs de l’entreprise,Le désir d’évolution durant la vie active,Le désir d’évolution durant la vie active,D
10,Série 10,26,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194907689-xy6jfl.png,tcf_full_output\images\series_10_q26.png,Ils ont une bonne situation financière,Ils pratiquent des loisirs en extérieur,Ils se préoccupent de l’environnement,Ils se rendent régulièrement en ville,Ils se rendent régulièrement en ville,D
10,Série 10,27,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194907702-tbj8fz.png,tcf_full_output\images\series_10_q27.png,Elle appauvrit le lexique courant,Elle modifie le rapport au temps,Elle provoque la fin du courrier postal,Elle transforme le geste graphique,Elle modifie le rapport au temps,B
10,Série 10,28,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194907466-hzr7rw.png,tcf_full_output\images\series_10_q28.png,L’affection qu’elle portait à ses admirateurs,L’originalité qui caractérisait le choix de ses rôles,La générosité qu’elle manifestait dans sa vie,La séduction qui était son principal atout,La générosité qu’elle manifestait dans sa vie,C
10,Série 10,29,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194907764-2ylkmd.png,tcf_full_output\images\series_10_q29.png,À concurrencer la liste des hauts lieux dressée par l’UNESCO,À définir les critères esthétiques de l’architecture européenne,À favoriser l’émergence de valeurs culturelles collectives,À réfléchir sur la place du tourisme et de l’économie en Europe,À favoriser l’émergence de valeurs culturelles collectives,C
10,Série 10,30,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194907405-aiwjhf.png,tcf_full_output\images\series_10_q30.png,Demande à une cliente de payer l’intégralité de sa commande,Prévenir une cliente que sa commande sera livrée en retard,Confirmer à une cliente que sa commande a bien été expédiée,Prévenir un client qu’elle devra payer euros de frais d’envoi,Demande à une cliente de payer l’intégralité de sa commande,A
10,Série 10,31,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194907777-t7ppu7.png,tcf_full_output\images\series_10_q31.png,Des blogueurs professionnels,Des étudiants climatologie,Des guides de montagne,Des passionnés de randonnée,Des passionnés de randonnée,D
10,Série 10,32,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194907746-4rr7pj.png,tcf_full_output\images\series_10_q32.png,Il appréciait de lire les récits d’écrivains de sa génération,"Il était déjà, en son temps, un artiste reconnu par ses pairs",Il se plaisait à véhiculer une fausse image de lui-même,Il souffrait beaucoup à cause de son état mental fragile,"Il était déjà, en son temps, un artiste reconnu par ses pairs",B
10,Série 10,33,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194907661-0kvrct.png,tcf_full_output\images\series_10_q33.png,C’est un indice de savoir-vivre,C’est un marqueur social,C’est un signe de respect,C’est une preuve d’éducation,C’est un marqueur social,B
10,Série 10,34,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194907835-kwqlsz.png,tcf_full_output\images\series_10_q34.png,L’absence du père oblige les mères à mettre leur vie affective entre parenthèses,La société actuelle accepte mal qu’un enfant élevé uniquement par son père,Les pères considèrent que l’absence de la mère doit être absolument compensée,Les pères seuls reconstruisent vite une vie de couple après une séparation,La société actuelle accepte mal qu’un enfant élevé uniquement par son père,B
10,Série 10,35,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194907647-2ppzzr.png,tcf_full_output\images\series_10_q35.png,L’écriture requiert les mêmes qualités pour une fiction ou un essai,Le raisonnement du penseur représente une entrave à la création,Les grands romans sont issus des réflexions théoriques d’un auteur,Les modes d’écriture du romancier et de l’intellectuel sont identiques,Le raisonnement du penseur représente une entrave à la création,B
10,Série 10,36,C2,33,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194907752-89tfau.png,tcf_full_output\images\series_10_q36.png,Il revit des souvenirs lointains dans le bureau de la maison familiale,Il se rappelle une pièce de travail poussiéreuse interdit aux enfants,Il raconte son apprentissage de la lecture auprès de son grand-père,Il évoque ses rentrées scolaires alors qu’il ne savait pas encore lire,Il revit des souvenirs lointains dans le bureau de la maison familiale,A
10,Série 10,37,C2,33,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194907565-7glhn3.png,tcf_full_output\images\series_10_q37.png,À s’acquitter d’un engagement moral,À s’affranchir d’une histoire ancienne,À se défaire d’un sentiment de culpabilité,À se justifier d’une action peu glorieuse,À s’affranchir d’une histoire ancienne,B
10,Série 10,38,C2,33,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194907788-wi49v7.png,tcf_full_output\images\series_10_q38.png,Contribue à améliorer les méthodes d’apprentissage,Il est indispensable pour accéder au monde professionnel,Il permet de certifier les compétences réelles d’un candidat,Il perturbe le processus d’acquisition des connaissances,Il perturbe le processus d’acquisition des connaissances,D
10,Série 10,39,C2,33,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194907797-f2pdwh.png,tcf_full_output\images\series_10_q39.png,Pour découvrir de nouvelles références,Pour posséder une bibliothèque fournie,Pour s’évader vers des horizons lointains,Pour trouver des remèdes à ses maux,Pour découvrir de nouvelles références,A
11,Série 11,1,A1,3,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194928776-jnsz87.png,tcf_full_output\images\series_11_q01.png,Un événement.,Un horaire.,Un plan.,Une adresse.,Un horaire.,B
11,Série 11,2,A1,3,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194928696-nzoif5.png,tcf_full_output\images\series_11_q02.png,Un cours.,Un spectacle.,Un travail.,Une visite.,Un travail.,C
11,Série 11,3,A1,3,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194927772-8vjthe.png,tcf_full_output\images\series_11_q03.png,À la gare.,À la maison.,Au cinéma.,Au travail.,À la maison.,B
11,Série 11,4,A1,3,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194927832-6nj0wa.png,tcf_full_output\images\series_11_q04.png,Ils achètent souvent des sucreries.,Ils font attention à l’argent.,Ils aiment préparer des desserts.,Ils ont une maison de vacances.,Ils font attention à l’argent.,B
11,Série 11,5,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194927757-2b9z6t.png,tcf_full_output\images\series_11_q05.png,Une adresse.,Une date.,Un horaire.,Un tarif.,Un tarif.,D
11,Série 11,6,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194928466-y3k8sn.png,tcf_full_output\images\series_11_q06.png,Il achète un livre.,Il apprend ses leçons.,Il fait du sport.,Il regarde un film.,Il fait du sport.,C
11,Série 11,7,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194929079-x9q7me.png,tcf_full_output\images\series_11_q07.png,Il donne un conseil.,Il indique une fermeture.,Il invite à un dîner.,Il promet un cadeau.,Il promet un cadeau.,D
11,Série 11,8,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194929562-t10lvg.png,tcf_full_output\images\series_11_q08.png,Pour passer un examen.,Pour prendre son diplôme.,Pour surveiller des candidats.,Pour s’inscrire à des cours.,Pour passer un examen.,A
